X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
-8824183.6024971,5436278.22563237,7418122,1295588,2012,2012/04/01 04:00:00+00,510,5,MCCOWAN RD,FINCH AVE E,<Null>,Major Arterial,Scarborough,23,42,43.811245,-79.26899,Mid-Block,<Null>,No Control,Drifting Snow,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,D42,129,Agincourt North (129),123
-8824183.6024971,5436278.22563237,7418123,1295588,2012,2012/04/01 04:00:00+00,510,5,MCCOWAN RD,FINCH AVE E,<Null>,Major Arterial,Scarborough,23,42,43.811245,-79.26899,Mid-Block,<Null>,No Control,Drifting Snow,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,Driver,35 to 39,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,D42,129,Agincourt North (129),124
-8838054.01104994,5421742.74917823,7559313,1287084,2012,2012/04/03 04:00:00+00,230,2,MOUNT PLEASANT RD,STIBBARD AVE,<Null>,Major Arterial,North York,15,53,43.716945,-79.39359,Intersection,<Null>,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,20 to 24,Fatal,7,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D53,99,Mount Pleasant East (99),125
-8838054.01104994,5421742.74917823,7559314,1287084,2012,2012/04/03 04:00:00+00,230,2,MOUNT PLEASANT RD,STIBBARD AVE,<Null>,Major Arterial,North York,15,53,43.716945,-79.39359,Intersection,<Null>,No Control,Clear,Dark,Dry,Fatal,SMV Other,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D53,99,Mount Pleasant East (99),126
-8838054.01104994,5421742.74917823,7559315,1287084,2012,2012/04/03 04:00:00+00,230,2,MOUNT PLEASANT RD,STIBBARD AVE,<Null>,Major Arterial,North York,15,53,43.716945,-79.39359,Intersection,<Null>,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,15 to 19,Minimal,<Null>,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D53,99,Mount Pleasant East (99),127
-8838054.01104994,5421742.74917823,7559316,1287084,2012,2012/04/03 04:00:00+00,230,2,MOUNT PLEASANT RD,STIBBARD AVE,<Null>,Major Arterial,North York,15,53,43.716945,-79.39359,Intersection,<Null>,No Control,Clear,Dark,Dry,Fatal,SMV Other,Other Property Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D53,99,Mount Pleasant East (99),128
-8824103.22982474,5417506.33976353,7422373,1297456,2012,2012/04/07 04:00:00+00,2043,20,KINGSTON RD,VALHALLA BLVD,<Null>,Major Arterial,Scarborough,20,41,43.689433,-79.268268,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,<Null>,East,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D41,122,Birchcliffe-Cliffside (122),129
-8824103.22982474,5417506.33976353,7422374,1297456,2012,2012/04/07 04:00:00+00,2043,20,KINGSTON RD,VALHALLA BLVD,<Null>,Major Arterial,Scarborough,20,41,43.689433,-79.268268,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D41,122,Birchcliffe-Cliffside (122),130
-8843453.00635341,5429971.05327211,7404649,1289788,2012,2012/04/18 04:00:00+00,2310,23,BATHURST ST,MASCOT PL,<Null>,Major Arterial,North York,"6,18",32,43.770345,-79.44209,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D32,37,Willowdale West (37),131
-8843453.00635341,5429971.05327211,7404650,1289788,2012,2012/04/18 04:00:00+00,2310,23,BATHURST ST,MASCOT PL,<Null>,Major Arterial,North York,"6,18",32,43.770345,-79.44209,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,<Null>,West,Other,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Medical or Physical Disability,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D32,37,Willowdale West (37),132
-8833890.66209427,5424561.73472315,7429755,1300655,2012,2012/04/29 04:00:00+00,2115,21,LESLIE ST,LAWRENCE AVE E,<Null>,Major Arterial,North York,"15,16",33,43.735245,-79.35619,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,<Null>,North,"Automobile, Station Wagon",Making U Turn,Improper Turn,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D33,42,Banbury-Don Mills (42),133
-8833890.66209427,5424561.73472315,7429756,1300655,2012,2012/04/29 04:00:00+00,2115,21,LESLIE ST,LAWRENCE AVE E,<Null>,Major Arterial,North York,"15,16",33,43.735245,-79.35619,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D33,42,Banbury-Don Mills (42),134
-8825831.13096084,5430387.28615378,7411365,1292618,2012,2012/05/05 04:00:00+00,332,3,KENNEDY RD,WILLIAM KITCHEN RD,<Null>,Major Arterial,Scarborough,21,41,43.773045,-79.28379,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Motorcycle Driver,35 to 39,Major,<Null>,East,Motorcycle,Going Ahead,Disobeyed Traffic Control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,D41,126,Dorset Park (126),135
-8825831.13096084,5430387.28615378,7411366,1292618,2012,2012/05/05 04:00:00+00,332,3,KENNEDY RD,WILLIAM KITCHEN RD,<Null>,Major Arterial,Scarborough,21,41,43.773045,-79.28379,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,55 to 59,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,D41,126,Dorset Park (126),136
-8847148.81344775,5418616.68479179,7527656,1307651,2012,2012/07/29 04:00:00+00,1912,19,KEELE ST,CANON JACKSON DR,<Null>,Major Arterial,Etobicoke York,5,12,43.696645,-79.47529,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,30 to 34,Major,<Null>,North,Motorcycle,Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D12,112,Beechborough-Greenbrook (112),137
-8847148.81344775,5418616.68479179,7527657,1307651,2012,2012/07/29 04:00:00+00,1912,19,KEELE ST,CANON JACKSON DR,<Null>,Major Arterial,Etobicoke York,5,12,43.696645,-79.47529,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D12,112,Beechborough-Greenbrook (112),138
-8847148.81344775,5418616.68479179,7527658,1307651,2012,2012/07/29 04:00:00+00,1912,19,KEELE ST,CANON JACKSON DR,<Null>,Major Arterial,Etobicoke York,5,12,43.696645,-79.47529,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Minimal,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D12,112,Beechborough-Greenbrook (112),139
-8833066.8978624,5417508.18714852,7475181,1319682,2012,2012/09/01 04:00:00+00,36,0,PAPE AVE,COSBURN AVE,<Null>,Major Arterial,Toronto and East York,14,54,43.689445,-79.34879,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D54,58,Old East York (58),140
-8833066.8978624,5417508.18714852,7475182,1319682,2012,2012/09/01 04:00:00+00,36,0,PAPE AVE,COSBURN AVE,<Null>,Major Arterial,Toronto and East York,14,54,43.689445,-79.34879,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,<Null>,North,Other,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D54,58,Old East York (58),141
-8841606.43864013,5408989.51294943,7515524,1321409,2012,2012/09/16 04:00:00+00,138,1,DUFFERIN St,SPRINGHURST Ave,<Null>,Local,Toronto and East York,"4,10",14,43.634085,-79.425502,Mid-Block,<Null>,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D14,82,Niagara (82),142
-8841606.43864013,5408989.51294943,7515525,1321409,2012,2012/09/16 04:00:00+00,138,1,DUFFERIN St,SPRINGHURST Ave,<Null>,Local,Toronto and East York,"4,10",14,43.634085,-79.425502,Mid-Block,<Null>,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,35 to 39,Minimal,<Null>,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D14,82,Niagara (82),143
-8841606.43864013,5408989.51294943,7515526,1321409,2012,2012/09/16 04:00:00+00,138,1,DUFFERIN St,SPRINGHURST Ave,<Null>,Local,Toronto and East York,"4,10",14,43.634085,-79.425502,Mid-Block,<Null>,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,40 to 44,Major,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D14,82,Niagara (82),144
-8841606.43864013,5408989.51294943,7515527,1321409,2012,2012/09/16 04:00:00+00,138,1,DUFFERIN St,SPRINGHURST Ave,<Null>,Local,Toronto and East York,"4,10",14,43.634085,-79.425502,Mid-Block,<Null>,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D14,82,Niagara (82),145
-8851701.22402374,5419156.04781824,7484785,1323691,2012,2012/09/21 04:00:00+00,152,1,WESTON Rd,LAWRENCE Ave W,<Null>,Major Arterial,Etobicoke York,5,12,43.700148,-79.516185,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,30 to 34,Minor,<Null>,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,D12,113,Weston (113),146
-8851701.22402374,5419156.04781824,7484786,1323691,2012,2012/09/21 04:00:00+00,152,1,WESTON Rd,LAWRENCE Ave W,<Null>,Major Arterial,Etobicoke York,5,12,43.700148,-79.516185,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Other Property Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,D12,113,Weston (113),147
-8851701.22402374,5419156.04781824,7484787,1323691,2012,2012/09/21 04:00:00+00,152,1,WESTON Rd,LAWRENCE Ave W,<Null>,Major Arterial,Etobicoke York,5,12,43.700148,-79.516185,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,D12,113,Weston (113),148
-8851701.22402374,5419156.04781824,7484788,1323691,2012,2012/09/21 04:00:00+00,152,1,WESTON Rd,LAWRENCE Ave W,<Null>,Major Arterial,Etobicoke York,5,12,43.700148,-79.516185,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,40 to 44,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,D12,113,Weston (113),149
-8829215.13216146,5435769.01959865,7515508,1321216,2012,2012/10/21 04:00:00+00,325,3,MCNICOLL AVE,BIRCHMOUNT RD,<Null>,Minor Arterial,Scarborough,22,42,43.807944,-79.314189,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Passenger,20 to 24,Fatal,36,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D42,116,Steeles (116),150
-8829215.13216146,5435769.01959865,7515509,1321216,2012,2012/10/21 04:00:00+00,325,3,MCNICOLL AVE,BIRCHMOUNT RD,<Null>,Minor Arterial,Scarborough,22,42,43.807944,-79.314189,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D42,116,Steeles (116),151
-8829215.13216146,5435769.01959865,7515510,1321216,2012,2012/10/21 04:00:00+00,325,3,MCNICOLL AVE,BIRCHMOUNT RD,<Null>,Minor Arterial,Scarborough,22,42,43.807944,-79.314189,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,20 to 24,Minor,<Null>,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D42,116,Steeles (116),152
-8827422.99967918,5431620.67910722,7529363,1325621,2012,2012/11/12 05:00:00+00,2004,20,SHEPPARD AVE E,BIRCHMOUNT RD,<Null>,Major Arterial,Scarborough,22,42,43.781045,-79.29809,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Passenger,75 to 79,Major,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D42,118,Tam O'Shanter-Sullivan (118),153
-8827422.99967918,5431620.67910722,7529364,1325621,2012,2012/11/12 05:00:00+00,2004,20,SHEPPARD AVE E,BIRCHMOUNT RD,<Null>,Major Arterial,Scarborough,22,42,43.781045,-79.29809,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,85 to 89,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D42,118,Tam O'Shanter-Sullivan (118),154
-8827422.99967918,5431620.67910722,7529365,1325621,2012,2012/11/12 05:00:00+00,2004,20,SHEPPARD AVE E,BIRCHMOUNT RD,<Null>,Major Arterial,Scarborough,22,42,43.781045,-79.29809,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D42,118,Tam O'Shanter-Sullivan (118),155
-8851659.59053418,5405604.84336369,7522949,1335409,2012,2012/11/25 05:00:00+00,149,1,HORNER AVE,JUDSON ST,<Null>,Minor Arterial,Etobicoke York,3,22,43.612075,-79.515811,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,<Null>,West,"Automobile, Station Wagon",Turning Left,Lost control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,D22,17,Mimico (17),156
-8851659.59053418,5405604.84336369,7522950,1335409,2012,2012/11/25 05:00:00+00,149,1,HORNER AVE,JUDSON ST,<Null>,Minor Arterial,Etobicoke York,3,22,43.612075,-79.515811,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,D22,17,Mimico (17),157
-8827734.6942534,5414491.28421104,7798522,1347684,2013,2013/02/15 05:00:00+00,208,2,QUEEN ST E,WAVERLEY RD,<Null>,Minor Arterial,Toronto and East York,19,55,43.669845,-79.30089,Intersection,<Null>,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D55,63,The Beaches (63),158
-8827734.6942534,5414491.28421104,7798523,1347684,2013,2013/02/15 05:00:00+00,208,2,QUEEN ST E,WAVERLEY RD,<Null>,Minor Arterial,Toronto and East York,19,55,43.669845,-79.30089,Intersection,<Null>,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D55,63,The Beaches (63),159
-8827734.6942534,5414491.28421104,7798524,1347684,2013,2013/02/15 05:00:00+00,208,2,QUEEN ST E,WAVERLEY RD,<Null>,Minor Arterial,Toronto and East York,19,55,43.669845,-79.30089,Intersection,<Null>,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,<Null>,South,Other,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D55,63,The Beaches (63),160
-8825842.59686839,5430402.85671138,7808065,1351606,2013,2013/04/13 04:00:00+00,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,<Null>,Major Arterial,Scarborough,21,41,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Driver,40 to 44,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D41,126,Dorset Park (126),161
-8825842.59686839,5430402.85671138,7808066,1351606,2013,2013/04/13 04:00:00+00,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,<Null>,Major Arterial,Scarborough,21,41,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Driver,75 to 79,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D41,126,Dorset Park (126),162
-8825842.59686839,5430402.85671138,7808067,1351606,2013,2013/04/13 04:00:00+00,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,<Null>,Major Arterial,Scarborough,21,41,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Passenger,20 to 24,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D41,126,Dorset Park (126),163
-8825842.59686839,5430402.85671138,7808068,1351606,2013,2013/04/13 04:00:00+00,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,<Null>,Major Arterial,Scarborough,21,41,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D41,126,Dorset Park (126),164
-8825842.59686839,5430402.85671138,7808069,1351606,2013,2013/04/13 04:00:00+00,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,<Null>,Major Arterial,Scarborough,21,41,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Driver,20 to 24,Minor,<Null>,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D41,126,Dorset Park (126),165
