X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
-8822393.58508514,5436216.21236564,5232261,1101272,2009,2009/04/06 04:00:00+00,2140,21,FINCH AVE E,SCOTTFIELD DR,<Null>,Major Arterial,Scarborough,23,42,43.810843,-79.25291,Intersection,At Intersection,Traffic Signal,Freezing Rain,Dark,Ice,Non-Fatal Injury,Rear End,Passenger,15 to 19,Minor,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),298
-8822393.58508514,5436216.21236564,5232262,1101272,2009,2009/04/06 04:00:00+00,2140,21,FINCH AVE E,SCOTTFIELD DR,<Null>,Major Arterial,Scarborough,23,42,43.810843,-79.25291,Intersection,At Intersection,Traffic Signal,Freezing Rain,Dark,Ice,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),299
-8822393.58508514,5436216.21236564,5232263,1101272,2009,2009/04/06 04:00:00+00,2140,21,FINCH AVE E,SCOTTFIELD DR,<Null>,Major Arterial,Scarborough,23,42,43.810843,-79.25291,Intersection,At Intersection,Traffic Signal,Freezing Rain,Dark,Ice,Non-Fatal Injury,Rear End,Driver,45 to 49,Minor,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),300
-8822393.58508514,5436216.21236564,5232264,1101272,2009,2009/04/06 04:00:00+00,2140,21,FINCH AVE E,SCOTTFIELD DR,<Null>,Major Arterial,Scarborough,23,42,43.810843,-79.25291,Intersection,At Intersection,Traffic Signal,Freezing Rain,Dark,Ice,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,<Null>,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),301
-8822393.58508514,5436216.21236564,5232265,1101272,2009,2009/04/06 04:00:00+00,2140,21,FINCH AVE E,SCOTTFIELD DR,<Null>,Major Arterial,Scarborough,23,42,43.810843,-79.25291,Intersection,At Intersection,Traffic Signal,Freezing Rain,Dark,Ice,Non-Fatal Injury,Rear End,Driver,30 to 34,None,<Null>,East,Municipal Transit Bus (TTC),Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),302
-8844583.23314343,5412279.87383506,80721357,6001908620,2016,2016/10/27 04:00:00+00,707,7,DUNDAS ST W,BLOOR ST W,76 m South of,Minor Arterial,Toronto and East York,4,11,43.655474,-79.452243,Mid-Block,Non Intersection,No Control,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,86,Roncesvalles (86),303
-8839980.06087964,5428597.61806153,80632335,6002047256,2016,2016/11/18 05:00:00+00,318,3,SHEPPARD AVE E,YONGE ST,<Null>,Major Arterial,North York,18,32,43.761435,-79.410892,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,<Null>,North,Intercity Bus,Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),304
-8839980.06087964,5428597.61806153,80632336,6002047256,2016,2016/11/18 05:00:00+00,318,3,SHEPPARD AVE E,YONGE ST,<Null>,Major Arterial,North York,18,32,43.761435,-79.410892,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,<Null>,East,Intercity Bus,Going Ahead,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),305
-8826025.16083329,5423477.78678892,80725040,6002227092,2016,2016/12/16 05:00:00+00,1312,13,EGLINTON AVE E,PRUDHAM GT,55 m West of,Major Arterial,Scarborough,"21,20",41,43.728209,-79.285533,Mid-Block,Non Intersection,No Control,Clear,Daylight,Slush,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,East,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,120,Clairlea-Birchmount (120),306
-8826025.16083329,5423477.78678892,80725041,6002227092,2016,2016/12/16 05:00:00+00,1312,13,EGLINTON AVE E,PRUDHAM GT,55 m West of,Major Arterial,Scarborough,"21,20",41,43.728209,-79.285533,Mid-Block,Non Intersection,No Control,Clear,Daylight,Slush,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Other,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,120,Clairlea-Birchmount (120),307
-8835363.19631848,5412122.62856999,80772493,7000256158,2017,2017/02/10 05:00:00+00,1003,10,QUEEN ST E,SHERBOURNE ST,5 m East of,Major Arterial,Toronto and East York,13,51,43.654452,-79.369418,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,<Null>,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,73,Moss Park (73),308
-8835363.19631848,5412122.62856999,80772494,7000256158,2017,2017/02/10 05:00:00+00,1003,10,QUEEN ST E,SHERBOURNE ST,5 m East of,Major Arterial,Toronto and East York,13,51,43.654452,-79.369418,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Other / Undefined,Other,Other,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,73,Moss Park (73),309
-8843108.02725144,5414267.51852809,80783062,7000304579,2017,2017/02/18 05:00:00+00,347,3,DUFFERIN ST,DUPONT ST,<Null>,Major Arterial,Toronto and East York,9,"11,14",43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),310
-8843108.02725144,5414267.51852809,80783063,7000304579,2017,2017/02/18 05:00:00+00,347,3,DUFFERIN ST,DUPONT ST,<Null>,Major Arterial,Toronto and East York,9,"11,14",43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Minor,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),311
-8843108.02725144,5414267.51852809,80783064,7000304579,2017,2017/02/18 05:00:00+00,347,3,DUFFERIN ST,DUPONT ST,<Null>,Major Arterial,Toronto and East York,9,"11,14",43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minimal,<Null>,South,Intercity Bus,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),312
-8843108.02725144,5414267.51852809,80783065,7000304579,2017,2017/02/18 05:00:00+00,347,3,DUFFERIN ST,DUPONT ST,<Null>,Major Arterial,Toronto and East York,9,"11,14",43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),313
-8840488.79095257,5419602.4357414,80775490,7000539360,2017,2017/03/27 04:00:00+00,855,8,EGLINTON AVE W,RUSSELL HILL RD,3 m East of,Major Arterial,North York,"8,12",53,43.703047,-79.415462,Intersection,Non Intersection,Traffic Controller,Clear,Daylight,Wet,Non-Fatal Injury,Other,Driver,45 to 49,Major,<Null>,East,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D53,101,Forest Hill South (101),314
-8840152.16081241,5429526.6297938,80221194,4003162994,2014,2014/10/24 04:00:00+00,2315,23,YONGE ST,HILLCREST AVE,<Null>,Major Arterial,North York,18,32,43.767462,-79.412438,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),315
-8840488.79095257,5419602.4357414,80775491,7000539360,2017,2017/03/27 04:00:00+00,855,8,EGLINTON AVE W,RUSSELL HILL RD,3 m East of,Major Arterial,North York,"8,12",53,43.703047,-79.415462,Intersection,Non Intersection,Traffic Controller,Clear,Daylight,Wet,Non-Fatal Injury,Other,Passenger,25 to 29,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D53,101,Forest Hill South (101),316
-8838478.47226833,5411640.13925474,80741714,7000659290,2017,2017/04/14 04:00:00+00,1805,18,SPADINA AVE,SULLIVAN ST,50 m North,Major Arterial,Toronto and East York,10,"52,14",43.651316,-79.397403,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,18,East,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,78,Kensington-Chinatown (78),317
-8838478.47226833,5411640.13925474,80741717,7000659290,2017,2017/04/14 04:00:00+00,1805,18,SPADINA AVE,SULLIVAN ST,50 m North,Major Arterial,Toronto and East York,10,"52,14",43.651316,-79.397403,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,None,<Null>,South,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,78,Kensington-Chinatown (78),318
-8836644.03837955,5409858.56264087,80774367,7000669891,2017,2017/04/16 04:00:00+00,1649,16,QUEENS QUAY W,YORK ST,47 m West of,Minor Arterial,Toronto and East York,10,52,43.639735,-79.380924,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,<Null>,East,"Bus (Other) (Go Bus, Gray Coach)",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),319
-8836644.03837955,5409858.56264087,80774368,7000669891,2017,2017/04/16 04:00:00+00,1649,16,QUEENS QUAY W,YORK ST,47 m West of,Minor Arterial,Toronto and East York,10,52,43.639735,-79.380924,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),320
-8838644.11567063,5412227.71488398,80777457,7000844451,2017,2017/05/13 04:00:00+00,1625,16,SPADINA AVENUE,BALDWIN STREET,2 m North of,Major Arterial,Toronto and East York,11,"52,14",43.655135,-79.398891,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,North,Street Car,Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,78,Kensington-Chinatown (78),321
-8838644.11567063,5412227.71488398,80777458,7000844451,2017,2017/05/13 04:00:00+00,1625,16,SPADINA AVENUE,BALDWIN STREET,2 m North of,Major Arterial,Toronto and East York,11,"52,14",43.655135,-79.398891,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,78,Kensington-Chinatown (78),322
-8821568.03974142,5425106.37573413,80770949,7001030494,2017,2017/06/10 04:00:00+00,1055,10,DANFORTH RD,WETHERBY DR,35 m South of,Major Arterial,Scarborough,21,43,43.73878,-79.245494,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Driver,30 to 34,None,<Null>,North,Municipal Transit Bus (TTC),Pulling Away from Shoulder or Curb,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D43,138,Eglinton East (138),323
-8821568.03974142,5425106.37573413,80770950,7001030494,2017,2017/06/10 04:00:00+00,1055,10,DANFORTH RD,WETHERBY DR,35 m South of,Major Arterial,Scarborough,21,43,43.73878,-79.245494,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,80 to 84,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D43,138,Eglinton East (138),324
-8816528.27243473,5437461.49404677,80771578,7001065894,2017,2017/06/15 04:00:00+00,1200,12,MORNINGVIEW TRL,BLACKHURST CRT,3 m South of,Local,Scarborough,25,42,43.818915,-79.200221,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),325
-8816528.27243473,5437461.49404677,80771579,7001065894,2017,2017/06/15 04:00:00+00,1200,12,MORNINGVIEW TRL,BLACKHURST CRT,3 m South of,Local,Scarborough,25,42,43.818915,-79.200221,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Coming From Behind Parked Vehicle,Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),326
-8838964.27052615,5417055.28099028,81130046,7001155336,2017,2017/06/28 04:00:00+00,1155,11,ST CLAIR AVE W,AVENUE RD,29 m West of,Major Arterial,North York,12,53,43.686503,-79.401767,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,East,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,96,Casa Loma (96),327
-8838964.27052615,5417055.28099028,81130047,7001155336,2017,2017/06/28 04:00:00+00,1155,11,ST CLAIR AVE W,AVENUE RD,29 m West of,Major Arterial,North York,12,53,43.686503,-79.401767,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Medical or Physical Disability,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,96,Casa Loma (96),328
-8857761.791061,5411735.21965841,80770719,7001165135,2017,2017/06/29 04:00:00+00,1808,18,THE WEST MALL,CAMBRIAN RD,98 m South of,Minor Arterial,Etobicoke York,2,22,43.651934,-79.570628,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,15 to 19,Minor,<Null>,West,Passenger Van,Going Ahead,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,13,Etobicoke West Mall (13),329
-8857761.791061,5411735.21965841,80770720,7001165135,2017,2017/06/29 04:00:00+00,1808,18,THE WEST MALL,CAMBRIAN RD,98 m South of,Minor Arterial,Etobicoke York,2,22,43.651934,-79.570628,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Minor,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,13,Etobicoke West Mall (13),330
-8857761.791061,5411735.21965841,80770721,7001165135,2017,2017/06/29 04:00:00+00,1808,18,THE WEST MALL,CAMBRIAN RD,98 m South of,Minor Arterial,Etobicoke York,2,22,43.651934,-79.570628,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,13,Etobicoke West Mall (13),331
-8857761.791061,5411735.21965841,80770722,7001165135,2017,2017/06/29 04:00:00+00,1808,18,THE WEST MALL,CAMBRIAN RD,98 m South of,Minor Arterial,Etobicoke York,2,22,43.651934,-79.570628,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,13,Etobicoke West Mall (13),332
-8857761.791061,5411735.21965841,80770723,7001165135,2017,2017/06/29 04:00:00+00,1808,18,THE WEST MALL,CAMBRIAN RD,98 m South of,Minor Arterial,Etobicoke York,2,22,43.651934,-79.570628,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,13,Etobicoke West Mall (13),333
-8857761.791061,5411735.21965841,80770724,7001165135,2017,2017/06/29 04:00:00+00,1808,18,THE WEST MALL,CAMBRIAN RD,98 m South of,Minor Arterial,Etobicoke York,2,22,43.651934,-79.570628,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,13,Etobicoke West Mall (13),334
-8857761.791061,5411735.21965841,80770780,7001165135,2017,2017/06/29 04:00:00+00,1808,18,THE WEST MALL,CAMBRIAN RD,98 m South of,Minor Arterial,Etobicoke York,2,22,43.651934,-79.570628,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,13,Etobicoke West Mall (13),335
-8857761.791061,5411735.21965841,80770781,7001165135,2017,2017/06/29 04:00:00+00,1808,18,THE WEST MALL,CAMBRIAN RD,98 m South of,Minor Arterial,Etobicoke York,2,22,43.651934,-79.570628,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,13,Etobicoke West Mall (13),336
-8838929.42752554,5417065.28717461,80791543,7001187926,2017,2017/07/03 04:00:00+00,1312,13,ST CLAIR AVE W,AVENUE RD,<Null>,Major Arterial,Toronto and East York,12,53,43.686568,-79.401454,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,<Null>,East,Bicycle,Turning Left,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist turned left across motorists path.,Improper Turn,Normal,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,97,Yonge-St.Clair (97),337
-8838929.42752554,5417065.28717461,80791544,7001187926,2017,2017/07/03 04:00:00+00,1312,13,ST CLAIR AVE W,AVENUE RD,<Null>,Major Arterial,Toronto and East York,12,53,43.686568,-79.401454,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,<Null>,East,Street Car,Going Ahead,Driving Properly,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,97,Yonge-St.Clair (97),338
-8823185.17798417,5424373.46743037,80757181,7001287888,2017,2017/07/18 04:00:00+00,1054,10,EGLINTON AVE E,MIDLAND AVE,150 m West of,Major Arterial,Scarborough,"21,20",41,43.734023,-79.260021,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,30,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,124,Kennedy Park (124),339
