Latitude,Longitude,PercentOfVehicles,AvgAcceleration,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther
43.822,-79.252,0.144,0.827,0,0.144,0.538,0.06,0.175,0.083
43.669,-79.315,0.06,0.459,0.03,0.32,0.372,0.083,0.096,0.1
43.819,-79.323,0.052,0.364,0,0.693,0.187,0.085,0.036,0
43.665,-79.549,0.022,0.221,0,0.378,0.172,0.039,0.375,0.036
43.792,-79.274,0.027,0.408,0.003,0.374,0.462,0.026,0.052,0.083
43.659,-79.392,0.046,0.534,0.038,0.154,0.428,0.135,0.058,0.188
43.635,-79.509,0.028,0.496,0.004,0.427,0.135,0.054,0.263,0.117
43.676,-79.319,0.023,0.497,0.017,0.278,0.285,0.11,0.123,0.187
43.834,-79.256,0.032,0.597,0.139,0.292,0.309,0.041,0.134,0.086
43.811,-79.32,0.075,1.087,0.037,0.209,0.662,0.044,0.007,0.041
43.676,-79.482,0.083,1.364,0.044,0.155,0.512,0.06,0.065,0.165
43.661,-79.335,0.036,0.736,0.012,0.336,0.276,0.093,0.114,0.169
43.802,-79.261,0.041,0.605,0,0.406,0.423,0.049,0.035,0.087
43.681,-79.382,0.02,0.432,0.118,0.209,0.317,0.133,0.099,0.123
43.671,-79.537,0.044,0.278,0,0.244,0.159,0.024,0.459,0.115
43.634,-79.432,0.055,0.718,0.038,0.175,0.405,0.084,0.163,0.135
43.663,-79.52,0.059,0.403,0.015,0.267,0.296,0.093,0.21,0.119
43.787,-79.439,0.104,0.267,0.021,0.414,0.177,0.055,0.128,0.206
43.662,-79.435,0.024,0.583,0.02,0.279,0.311,0.044,0.208,0.137
43.8,-79.258,0.035,0.374,0.043,0.169,0.46,0.079,0.142,0.106
43.642,-79.51,0.022,0.428,0,0.405,0.134,0.114,0.287,0.06
43.648,-79.514,0.081,0.261,0.009,0.324,0.256,0.103,0.237,0.071
43.792,-79.174,0.016,0.592,0.068,0.309,0.36,0.095,0.055,0.112
43.652,-79.417,0.03,0.566,0.003,0.445,0.207,0.132,0.073,0.139
43.622,-79.55,0.039,0.564,0.012,0.212,0.198,0.059,0.377,0.142
43.647,-79.397,0.037,0.688,0.148,0.277,0.162,0.072,0.229,0.112
43.629,-79.549,0.011,0.601,0.002,0.023,0.032,0.048,0.139,0.756
43.671,-79.543,0.009,0.21,0.032,0.269,0.251,0.061,0.299,0.088
43.656,-79.341,0.046,0.422,0.018,0.517,0.178,0.038,0.133,0.116
43.811,-79.234,0.091,1.077,0,0.574,0.155,0.07,0.132,0.069
43.662,-79.447,0.056,0.709,0.012,0.19,0.393,0.038,0.26,0.107
43.635,-79.58,0.033,0.478,0,0.39,0.101,0.054,0.276,0.179
43.649,-79.386,0.037,0.403,0.076,0.248,0.326,0.081,0.138,0.131
43.79,-79.136,0.042,0.273,0.009,0.364,0.372,0.052,0.052,0.15
43.633,-79.56,0.023,0.881,0.02,0.101,0.182,0.081,0.438,0.178
43.835,-79.194,0.004,0.726,0.084,0.183,0.533,0.06,0.059,0.082
43.66,-79.43,0.061,0.231,0,0.126,0.17,0.122,0.214,0.368
43.641,-79.383,0.004,0.55,0.036,0.187,0.383,0.076,0.188,0.131
43.807,-79.376,0.039,0.4,0.007,0.546,0.18,0.124,0.068,0.074
43.629,-79.557,0.002,1.015,0.017,0.14,0.273,0.08,0.35,0.14
43.66,-79.468,0.043,0.44,0.021,0.356,0.312,0.114,0.054,0.144
43.649,-79.565,0.001,0.548,0.016,0.132,0.278,0.081,0.352,0.141
43.682,-79.311,0.045,0.374,0.026,0.241,0.388,0.073,0.166,0.106
43.792,-79.171,0.059,0.371,0.011,0.565,0.197,0.067,0.056,0.104
43.646,-79.371,0.019,0.642,0.031,0.161,0.427,0.105,0.137,0.138
43.613,-79.381,0.001,0.136,0.039,0.096,0.311,0.1,0.229,0.225
43.657,-79.347,0.009,0.54,0.026,0.258,0.337,0.074,0.173,0.132
43.612,-79.534,0.03,0.498,0.009,0.281,0.388,0.025,0.187,0.109
43.638,-79.507,0.039,0.29,0.009,0.481,0.136,0.106,0.218,0.05
43.658,-79.362,0.02,0.271,0.035,0.314,0.374,0.058,0.087,0.131
43.685,-79.56,0.006,0.32,0.049,0.198,0.495,0.063,0.084,0.111
43.658,-79.44,0.063,0.971,0.006,0.206,0.497,0.071,0.077,0.143
43.659,-79.375,0.019,0.418,0.055,0.267,0.322,0.061,0.166,0.128
40.478,-80.602,0.01,0.216,0.005,0.016,0.8,0.11,0.045,0.023
43.638,-79.416,0.071,0.741,0.026,0.156,0.409,0.117,0.164,0.128
43.793,-79.241,0.044,0.553,0.037,0.287,0.301,0.042,0.179,0.155
43.606,-79.517,0.029,1.781,0.016,0.064,0.883,0,0,0.037
43.673,-79.438,0.043,0.642,0.003,0.382,0.341,0.04,0.084,0.151
43.834,-79.241,0.095,0.264,0,0.081,0.73,0.072,0.064,0.053
43.68,-79.466,0.044,0.376,0.012,0.154,0.451,0.076,0.097,0.21
43.8,-79.291,0.112,0.625,0.022,0.599,0.292,0.025,0.028,0.034
43.836,-79.183,0.054,0.341,0.034,0.165,0.691,0.03,0.013,0.067
43.677,-79.579,0.002,0.448,0.019,0.11,0.284,0.095,0.352,0.141
43.635,-79.399,0.044,0.806,0.056,0.519,0.263,0.042,0.061,0.058
43.65,-79.48,0.026,0.44,0.039,0.274,0.32,0.11,0.119,0.139
43.81,-79.162,0.059,0.658,0.008,0.253,0.61,0.043,0.011,0.076
43.661,-79.322,0.005,0.228,0.021,0.121,0.269,0.043,0.404,0.142
43.662,-79.52,0.117,0.945,0,0.138,0.074,0.094,0.547,0.147
43.822,-79.231,0.029,0.451,0.012,0.172,0.469,0.082,0.141,0.123
43.643,-79.503,0.021,0.439,0.02,0.354,0.305,0.081,0.139,0.101
43.632,-79.515,0.002,0.067,0.011,0.422,0.243,0.021,0.242,0.061
43.818,-79.261,0.016,0.413,0.06,0.173,0.331,0.156,0.186,0.095
43.617,-79.51,0.07,0.433,0.028,0.232,0.36,0.08,0.218,0.083
43.638,-79.54,0.023,0.933,0.22,0.226,0.141,0.034,0.288,0.092
43.661,-79.326,0.075,0.47,0,0.328,0.267,0,0.212,0.193
43.671,-79.542,0.003,0.226,0.067,0.252,0.315,0.069,0.142,0.155
43.671,-79.574,0.015,0.679,0.039,0.185,0.279,0.094,0.26,0.143
43.791,-79.336,0.064,0.45,0.055,0.302,0.433,0.048,0.056,0.105
43.804,-79.217,0.028,0.809,0.021,0.187,0.413,0.071,0.177,0.13
43.665,-79.498,0.07,0.421,0.043,0.406,0.324,0.053,0.077,0.096
43.675,-79.455,0.04,0.695,0.02,0.142,0.352,0.075,0.233,0.177
43.62,-79.483,0.108,0.654,0.013,0.382,0.215,0.072,0.236,0.083
43.646,-79.412,0.015,0.334,0.037,0.235,0.318,0.091,0.169,0.15
43.67,-79.524,0.009,0.661,0.007,0.25,0.249,0.158,0.232,0.105
43.812,-79.339,0.013,0.081,0.017,0.07,0.484,0.02,0.331,0.077
43.659,-79.452,0.034,0.316,0.023,0.085,0.66,0.043,0.122,0.067
43.8,-79.329,0.001,0.126,0.03,0.207,0.341,0.051,0.269,0.102
43.598,-79.537,0.252,1.027,0.026,0.236,0.224,0.053,0.356,0.106
43.799,-79.295,0.011,0.751,0.028,0.184,0.346,0.052,0.257,0.132
43.797,-79.315,0.053,0.498,0.04,0.181,0.307,0.063,0.323,0.087
43.837,-79.23,0.012,0.118,0.029,0.639,0.205,0.025,0.024,0.077
43.8,-79.406,0.053,0.367,0.017,0.37,0.406,0.082,0.046,0.08
43.652,-79.375,0.024,0.461,0.056,0.27,0.305,0.08,0.167,0.121
43.678,-79.349,0.026,0.302,0.062,0.191,0.33,0.073,0.221,0.124
43.656,-79.547,0.036,0.162,0.006,0.188,0.43,0.028,0.307,0.041
43.675,-79.314,0.087,0.498,0.001,0.334,0.442,0.064,0.034,0.126
43.788,-79.195,0.145,0.906,0.007,0.154,0.489,0.06,0.188,0.101
43.678,-79.367,0.037,0.456,0.055,0.237,0.433,0.052,0.089,0.134
43.677,-79.297,0.034,0.306,0.033,0.321,0.384,0.101,0.055,0.106
43.818,-79.174,0.015,0.217,0.047,0.176,0.537,0.059,0.087,0.094
43.602,-79.518,0.01,0.447,0.016,0.21,0.345,0.093,0.218,0.118
43.644,-79.472,0.006,0.621,0.048,0.349,0.304,0.118,0.054,0.127
43.682,-79.395,0.017,0.37,0.017,0.469,0.094,0.145,0.112,0.162
43.825,-79.295,0.057,0.555,0.005,0.769,0.145,0.039,0.019,0.023
43.679,-79.288,0.061,0.477,0.011,0.398,0.34,0.136,0.067,0.048
43.673,-79.402,0.048,0.29,0.083,0.253,0.336,0.094,0.091,0.143
43.789,-79.315,0.082,0.669,0,0.337,0.444,0.166,0.027,0.025
43.675,-79.366,0.004,0.337,0.065,0.255,0.342,0.063,0.142,0.132
43.805,-79.222,0.018,0.273,0.014,0.257,0.428,0.059,0.126,0.116
43.636,-79.581,0.044,0.511,0.014,0.262,0.299,0.149,0.145,0.13
43.826,-79.269,0.079,0.316,0.001,0.673,0.278,0.017,0.004,0.028
43.655,-79.583,0.006,0.19,0.076,0.162,0.494,0.081,0.053,0.134
43.803,-79.139,0.001,0.431,0.036,0.176,0.491,0.068,0.098,0.132
43.803,-79.338,0.036,0.201,0.005,0.375,0.212,0.057,0.314,0.038
43.665,-79.357,0.006,0.307,0.045,0.133,0.508,0.086,0.117,0.111
43.66,-79.33,0.063,0.445,0.038,0.185,0.412,0.073,0.199,0.093
43.662,-79.456,0.011,0.449,0.038,0.194,0.333,0.094,0.169,0.172
43.661,-79.435,0.008,0.585,0.017,0.28,0.301,0.056,0.186,0.161
43.65,-79.387,0.031,0.416,0.066,0.297,0.291,0.085,0.115,0.145
43.789,-79.434,0.1,0.45,0,0.276,0.05,0.057,0.351,0.266
43.82,-79.235,0.068,0.574,0.004,0.252,0.063,0.058,0.483,0.14
43.664,-79.308,0.037,0.337,0.037,0.261,0.534,0.047,0.033,0.088
43.63,-79.484,0.029,0.489,0.024,0.111,0.16,0.147,0.439,0.118
43.651,-79.346,0.006,0.464,0.028,0.234,0.414,0.051,0.155,0.118
43.66,-79.396,0.018,0.377,0.007,0.301,0.175,0.212,0.047,0.258
43.678,-79.454,0.104,0.705,0.005,0.123,0.592,0.022,0.118,0.141
43.625,-79.514,0.021,0.339,0,0.445,0.229,0.045,0.181,0.099
43.657,-79.468,0.053,0.469,0.03,0.36,0.308,0.145,0.039,0.116
43.649,-79.567,0.131,0.749,0.023,0.094,0.389,0.087,0.253,0.154
43.641,-79.497,0.011,0.661,0.004,0.377,0.212,0.04,0.152,0.216
43.675,-79.357,0.023,0.335,0.038,0.297,0.416,0.071,0.065,0.113
43.682,-79.476,0.06,0.443,0.016,0.139,0.474,0.076,0.147,0.147
43.671,-79.304,0.032,0.903,0.017,0.494,0.18,0.112,0.084,0.113
43.661,-79.572,0.025,0.42,0,0.083,0.593,0,0.264,0.06
43.617,-79.521,0.043,0.486,0.042,0.265,0.354,0.034,0.198,0.108
43.677,-79.586,0.035,0.474,0.017,0.305,0.481,0.011,0.035,0.151
43.66,-79.434,0.032,0.424,0.039,0.194,0.347,0.07,0.219,0.13
43.821,-79.268,0.064,1.109,0.015,0.306,0.512,0.044,0.013,0.111
43.804,-79.298,0.029,0.432,0.045,0.201,0.341,0.04,0.241,0.133
43.678,-79.586,0.021,0.301,0.012,0.501,0.232,0.022,0.156,0.078
43.609,-79.554,0.021,0.269,0.016,0.222,0.224,0.066,0.363,0.109
43.617,-79.535,0.035,0.283,0.027,0.313,0.405,0.071,0.111,0.073
43.636,-79.498,0.036,0.206,0.003,0.406,0.212,0.057,0.277,0.045
43.608,-79.516,0.098,0.609,0.011,0.099,0.562,0.05,0.186,0.093
43.818,-79.231,0.047,0.48,0,0.401,0.108,0.028,0.374,0.089
43.66,-79.388,0.015,0.396,0.041,0.2,0.262,0.066,0.119,0.311
43.669,-79.294,0.053,0.278,0.005,0.388,0.327,0.036,0.026,0.218
43.8,-79.205,0.009,0.238,0.08,0.497,0.265,0.022,0.064,0.072
43.831,-79.251,0.019,0.299,0.014,0.115,0.351,0.066,0.316,0.138
43.653,-79.45,0.038,0.592,0.016,0.176,0.31,0.067,0.263,0.168
43.807,-79.279,0.102,0.591,0.035,0.641,0.219,0.041,0.022,0.041
43.653,-79.401,0.036,0.337,0.012,0.292,0.196,0.1,0.082,0.319
43.793,-79.242,0.072,0.53,0.039,0.226,0.33,0.062,0.179,0.164
43.643,-79.426,0.022,0.451,0.02,0.189,0.309,0.122,0.191,0.169
43.623,-79.513,0.048,0.352,0.003,0.281,0.235,0.106,0.284,0.092
43.66,-79.38,0.046,0.444,0.026,0.276,0.425,0.07,0.077,0.126
43.674,-79.414,0.076,0.664,0.012,0.132,0.48,0.044,0.051,0.281
40.456,-80.614,0.25,0.701,0,0.083,0.75,0,0.083,0.083
43.653,-79.425,0.067,0.518,0.006,0.403,0.335,0.058,0.075,0.122
43.616,-79.538,0.026,0.4,0.011,0.558,0.178,0.046,0.128,0.079
43.613,-79.558,0.01,0.154,0.109,0.176,0.377,0.043,0.199,0.097
43.65,-79.417,0.028,0.435,0.031,0.257,0.308,0.117,0.106,0.182
43.6,-79.538,0.137,0.428,0.013,0.21,0.353,0.023,0.356,0.045
43.659,-79.531,0.028,0.502,0.005,0.358,0.208,0.035,0.315,0.08
43.656,-79.598,0.029,0.256,0.047,0.325,0.232,0.029,0.277,0.09
43.67,-79.587,0,0.511,0.019,0.098,0.238,0.065,0.431,0.15
43.652,-79.51,0.029,0.255,0,0.265,0.253,0.066,0.208,0.209
43.657,-79.397,0.065,0.44,0.019,0.291,0.365,0.063,0.057,0.205
43.669,-79.576,0.047,0.424,0,0.216,0.256,0.083,0.357,0.088
43.639,-79.565,0.09,0.547,0.021,0.169,0.398,0.054,0.163,0.196
43.63,-79.565,0.074,0.41,0.019,0.283,0.39,0.11,0.117,0.08
43.804,-79.286,0.056,0.458,0.02,0.273,0.304,0.061,0.22,0.121
43.618,-79.37,0.002,0.261,0.03,0.122,0.613,0.055,0.065,0.114
43.68,-79.594,0,0.136,0.164,0.158,0.236,0.027,0.219,0.196
43.679,-79.594,0,0.062,0.182,0.145,0.238,0.035,0.164,0.236
43.793,-79.259,0.088,0.319,0.001,0.156,0.173,0.073,0.369,0.228
43.642,-79.516,0.081,1.096,0.072,0.4,0.067,0.013,0.287,0.162
43.788,-79.151,0.064,0.438,0.009,0.362,0.392,0.043,0.061,0.133
43.808,-79.332,0.032,0.402,0.008,0.422,0.303,0.037,0.154,0.077
43.66,-79.346,0.015,0.64,0.031,0.295,0.358,0.099,0.107,0.11
43.661,-79.36,0.016,0.467,0.044,0.253,0.293,0.057,0.12,0.233
43.672,-79.422,0.038,0.473,0.021,0.205,0.331,0.104,0.122,0.217
43.594,-79.545,0.05,0.391,0.006,0.372,0.297,0.03,0.25,0.044
43.621,-79.546,0.004,0.402,0.005,0.098,0.158,0.112,0.456,0.172
40.451,-80.612,0.036,0.456,0.045,0.096,0.355,0.14,0.219,0.144
43.812,-79.314,0.043,0.283,0,0.261,0.598,0.1,0.007,0.034
43.815,-79.318,0.154,0.474,0,0.125,0.82,0.009,0.027,0.019
43.627,-79.556,0,0.282,0.017,0.128,0.256,0.082,0.367,0.15
43.64,-79.471,0.023,0.369,0.008,0.399,0.383,0.051,0.042,0.118
43.623,-79.491,0.032,0.483,0,0.003,0.026,0.029,0.032,0.911
43.62,-79.561,0.024,0.423,0.016,0.111,0.465,0.058,0.177,0.172
43.794,-79.304,0.005,0.756,0.03,0.17,0.401,0.062,0.202,0.135
43.677,-79.59,0.03,0.515,0.017,0.127,0.527,0.021,0.149,0.158
43.679,-79.42,0.02,0.391,0.002,0.216,0.236,0.099,0.165,0.281
43.816,-79.212,0.035,0.367,0.021,0.322,0.401,0.103,0.065,0.087
43.67,-79.489,0.068,0.294,0.012,0.287,0.269,0.072,0.149,0.211
43.788,-79.219,0.04,0.305,0.003,0.267,0.485,0.068,0.041,0.136
43.653,-79.385,0.03,0.377,0.01,0.484,0.16,0.1,0.166,0.08
43.661,-79.427,0.06,0.453,0.025,0.526,0.173,0.021,0.155,0.102
43.81,-79.338,0.067,0.469,0.005,0.379,0.276,0.062,0.189,0.089
43.82,-79.275,0.181,0.525,0,0.519,0.329,0,0.115,0.037
43.611,-79.5,0.046,0.616,0,0.372,0.191,0.107,0.261,0.069
43.616,-79.491,0.047,0.509,0.012,0.371,0.206,0.039,0.299,0.071
43.682,-79.544,0.013,0.19,0.034,0.238,0.302,0.031,0.322,0.072
43.642,-79.403,0.033,0.759,0.038,0.336,0.224,0.074,0.198,0.131
43.607,-79.523,0.067,0.469,0.003,0.081,0.341,0.122,0.333,0.12
43.668,-79.393,0.026,0.296,0.043,0.161,0.347,0.045,0.185,0.219
43.671,-79.379,0.031,0.474,0.047,0.319,0.313,0.081,0.114,0.125
43.659,-79.47,0.025,0.298,0.011,0.347,0.338,0.098,0.047,0.159
43.645,-79.415,0.037,0.393,0.028,0.174,0.283,0.124,0.238,0.153
43.655,-79.515,0.01,0.835,0.029,0.207,0.389,0.082,0.187,0.106
43.787,-79.162,0,0.402,0.027,0.153,0.477,0.053,0.163,0.126
43.804,-79.331,0.068,0.459,0.029,0.231,0.382,0.058,0.189,0.112
43.807,-79.251,0.003,0.433,0,0.05,0.591,0.037,0.167,0.156
43.64,-79.384,0.014,0.546,0.032,0.225,0.372,0.074,0.168,0.128
43.638,-79.569,0.068,0.59,0.011,0.302,0.263,0.076,0.26,0.087
43.65,-79.386,0.044,0.419,0.079,0.215,0.358,0.079,0.131,0.137
43.794,-79.347,0.008,0.498,0.025,0.291,0.374,0.085,0.121,0.105
43.819,-79.272,0.112,0.399,0.013,0.393,0.317,0.084,0.106,0.087
43.646,-79.353,0.031,0.667,0.002,0.079,0.322,0.061,0.375,0.161
43.681,-79.482,0.018,0.561,0.033,0.173,0.351,0.1,0.15,0.194
43.674,-79.392,0.012,0.45,0.032,0.211,0.339,0.083,0.172,0.162
43.681,-79.333,0.057,0.513,0.029,0.151,0.411,0.077,0.234,0.098
43.799,-79.173,0,0.164,0.036,0.086,0.332,0.037,0.292,0.216
43.804,-79.158,0.065,0.7,0.012,0.253,0.49,0.042,0.107,0.096
43.8,-79.147,0.066,0.46,0.027,0.392,0.28,0.143,0.071,0.087
43.803,-79.297,0.04,0.455,0.046,0.209,0.131,0.014,0.475,0.126
43.824,-79.273,0.101,0.448,0.011,0.404,0.387,0.051,0.039,0.108
43.789,-79.164,0.104,0.301,0,0.435,0.463,0.057,0.018,0.027
43.631,-79.414,0.063,0.29,0.016,0.225,0.572,0.037,0.09,0.061
43.822,-79.291,0.023,0.399,0.039,0.606,0.132,0.044,0.021,0.158
43.624,-79.532,0.04,0.345,0.005,0.111,0.142,0.098,0.489,0.155
43.661,-79.551,0.041,0.383,0,0.241,0.25,0.07,0.371,0.068
43.617,-79.551,0.001,0.628,0.014,0.124,0.244,0.097,0.362,0.159
40.462,-80.609,0.143,0.341,0.024,0.022,0.714,0.14,0,0.1
43.664,-79.528,0.023,0.348,0.002,0.304,0.281,0.091,0.258,0.065
43.68,-79.286,0.021,0.22,0.013,0.413,0.291,0.109,0.126,0.049
43.67,-79.579,0.023,0.769,0.011,0.123,0.302,0.087,0.368,0.109
43.607,-79.535,0.057,0.278,0.003,0.374,0.352,0.047,0.112,0.112
43.677,-79.548,0.02,0.213,0,0.281,0.215,0.037,0.37,0.096
43.614,-79.543,0.104,0.953,0.008,0.303,0.369,0.076,0.179,0.066
43.672,-79.479,0.035,0.364,0.016,0.192,0.068,0.149,0.265,0.311
43.67,-79.47,0.053,0.448,0.014,0.137,0.361,0.045,0.313,0.131
43.668,-79.384,0.024,0.596,0.018,0.268,0.436,0.058,0.09,0.131
43.652,-79.521,0.025,1.06,0,0.331,0.281,0.101,0.257,0.03
43.824,-79.253,0.06,0.503,0.027,0.338,0.015,0.018,0.381,0.22
43.673,-79.591,0,0.524,0.012,0.141,0.276,0.063,0.355,0.153
43.638,-79.581,0.179,0.697,0.009,0.141,0.634,0.055,0.004,0.156
43.629,-79.483,0.03,0.524,0.01,0.025,0.042,0.223,0.562,0.138
43.664,-79.569,0.029,0.296,0,0.286,0.275,0.048,0.351,0.041
43.788,-79.134,0.074,0.385,0.002,0.729,0.129,0.05,0.018,0.073
43.681,-79.576,0,0.566,0.015,0.095,0.25,0.076,0.418,0.146
43.662,-79.524,0.027,0.143,0,0.298,0.214,0.083,0.331,0.074
43.67,-79.351,0.027,0.704,0.02,0.366,0.311,0.078,0.055,0.169
43.645,-79.475,0.03,0.397,0.006,0.408,0.256,0.103,0.059,0.168
43.672,-79.492,0.047,0.764,0.008,0.11,0.447,0.1,0.124,0.211
43.643,-79.508,0.031,0.496,0.005,0.271,0.356,0.078,0.219,0.071
43.603,-79.55,0.07,0.493,0.003,0.248,0.365,0.072,0.229,0.083
43.794,-79.328,0.037,0.406,0.015,0.305,0.356,0.056,0.158,0.111
43.679,-79.468,0.093,0.598,0.004,0.425,0.153,0.062,0.295,0.061
43.789,-79.345,0.028,0.17,0.025,0.562,0.291,0.061,0.036,0.026
43.671,-79.384,0.02,0.406,0.061,0.193,0.372,0.067,0.168,0.139
43.673,-79.327,0.033,0.789,0.027,0.516,0.21,0.091,0.065,0.091
43.681,-79.446,0.057,0.431,0.013,0.306,0.412,0.072,0.02,0.176
43.676,-79.295,0.072,0.351,0.022,0.538,0.309,0.053,0.023,0.054
43.673,-79.343,0.04,0.441,0.019,0.317,0.431,0.088,0.061,0.084
43.643,-79.554,0.003,0.167,0.002,0.322,0.274,0.113,0.157,0.132
43.613,-79.54,0.035,0.534,0.012,0.16,0.332,0.218,0.177,0.101
43.804,-79.287,0.037,0.511,0.019,0.29,0.22,0.06,0.304,0.107
43.682,-79.484,0.138,0.458,0,0.28,0.317,0.067,0.066,0.27
43.828,-79.266,0.041,0.691,0.031,0.224,0.266,0.058,0.302,0.119
43.678,-79.302,0.025,0.347,0.021,0.171,0.477,0.083,0.088,0.16
43.808,-79.337,0.015,0.34,0.001,0.365,0.1,0.128,0.295,0.112
43.655,-79.511,0.044,0.349,0.007,0.346,0.18,0.077,0.211,0.179
43.673,-79.406,0.002,0.495,0.033,0.202,0.393,0.076,0.163,0.134
43.671,-79.473,0.041,0.412,0.028,0.161,0.438,0.079,0.163,0.132
43.657,-79.561,0.08,0.359,0,0.245,0.136,0.093,0.444,0.082
43.669,-79.289,0.056,0.213,0.015,0.327,0.502,0.037,0.056,0.062
43.82,-79.289,0.116,0.35,0,0.436,0.218,0.231,0.062,0.053
43.662,-79.554,0.033,0.587,0.026,0.281,0.271,0.034,0.318,0.07
43.796,-79.162,0.033,0.653,0,0.611,0.25,0.021,0.027,0.091
43.805,-79.217,0.039,0.511,0.026,0.195,0.408,0.073,0.178,0.119
43.624,-79.505,0.065,0.393,0.002,0.259,0.268,0.004,0.286,0.181
43.61,-79.567,0.002,0.82,0.02,0.142,0.321,0.084,0.286,0.148
43.793,-79.181,0.057,0.322,0.016,0.519,0.255,0.039,0.055,0.116
43.649,-79.54,0.026,0.437,0.018,0.244,0.26,0.05,0.352,0.076
43.679,-79.577,0,0.571,0.016,0.092,0.253,0.077,0.422,0.14
43.796,-79.165,0.044,0.424,0.024,0.256,0.449,0.069,0.069,0.133
43.597,-79.529,0.109,0.308,0,0.312,0.326,0.026,0.264,0.072
43.671,-79.538,0.062,0.404,0,0.451,0.024,0.051,0.389,0.085
43.643,-79.392,0.026,0.412,0.027,0.317,0.243,0.095,0.156,0.163
43.82,-79.233,0.029,0.67,0.002,0.115,0.427,0.036,0.254,0.166
43.654,-79.331,0.023,0.43,0.005,0.276,0.283,0.072,0.301,0.062
43.669,-79.448,0.11,0.606,0.002,0.229,0.32,0.047,0.279,0.123
43.598,-79.5,0.047,0.603,0.009,0.285,0.369,0.05,0.226,0.062
43.631,-79.485,0.03,0.394,0.02,0.326,0.327,0.056,0.201,0.069
43.796,-79.327,0.046,0.456,0.018,0.265,0.403,0.055,0.163,0.097
43.799,-79.313,0.058,0.484,0.026,0.292,0.396,0.08,0.055,0.15
43.793,-79.29,0.104,0.434,0.014,0.393,0.356,0.077,0.061,0.098
43.627,-79.558,0.176,0.854,0.023,0.379,0.363,0.022,0.076,0.137
43.816,-79.328,0.015,0.384,0.027,0.379,0.331,0.105,0.055,0.103
43.64,-79.568,0.059,0.739,0,0.308,0.134,0.053,0.415,0.09
43.619,-79.517,0.007,0.396,0.008,0.095,0.152,0.05,0.552,0.144
43.618,-79.553,0.005,0.563,0.014,0.109,0.191,0.09,0.368,0.228
43.806,-79.263,0.03,0.624,0.034,0.326,0.431,0.04,0.035,0.134
43.658,-79.43,0.037,0.473,0.106,0.269,0.225,0.102,0.1,0.198
43.667,-79.405,0.044,0.382,0.072,0.301,0.303,0.026,0.155,0.142
43.619,-79.486,0.039,0.609,0.065,0.279,0.35,0.058,0.115,0.133
43.796,-79.417,0.012,0.1,0.03,0.388,0.402,0.021,0.066,0.094
43.798,-79.221,0.052,0.352,0.017,0.449,0.252,0.09,0.101,0.092
43.658,-79.484,0.017,0.28,0,0.366,0.215,0.13,0.078,0.211
43.799,-79.344,0.001,0.775,0.031,0.117,0.301,0.063,0.336,0.152
43.667,-79.341,0.019,0.281,0.008,0.461,0.351,0.083,0.009,0.088
43.63,-79.357,0.01,0.439,0.027,0.121,0.651,0.034,0.041,0.127
43.658,-79.392,0.025,0.748,0.016,0.15,0.609,0.035,0.044,0.146
43.634,-79.509,0.008,0.251,0.021,0.402,0.069,0.026,0.316,0.166
43.799,-79.136,0.009,0.319,0.017,0.303,0.29,0.087,0.14,0.164
43.811,-79.302,0.159,0.724,0,0.241,0.545,0.006,0.153,0.055
43.791,-79.391,0.067,0.231,0,0.696,0.184,0.042,0.011,0.068
43.685,-79.326,0.069,0.328,0.008,0.402,0.37,0.044,0.034,0.143
43.68,-79.288,0.03,0.336,0.016,0.353,0.328,0.12,0.112,0.071
43.675,-79.439,0.036,0.506,0.007,0.416,0.244,0.048,0.052,0.234
43.678,-79.411,0.04,0.755,0.042,0.237,0.312,0.072,0.122,0.215
43.68,-79.519,0.109,0.337,0.055,0.269,0.445,0.038,0.132,0.06
43.626,-79.49,0.007,1.221,0.029,0.192,0.325,0.089,0.249,0.116
43.622,-79.533,0.054,0.606,0,0.031,0.42,0.438,0.051,0.06
43.812,-79.325,0.074,0.398,0,0.418,0.32,0.015,0.162,0.085
43.649,-79.441,0.03,0.495,0.018,0.131,0.291,0.097,0.265,0.199
43.82,-79.252,0.107,0.919,0,0.585,0.101,0.078,0.178,0.058
43.663,-79.325,0.05,0.521,0.021,0.243,0.448,0.058,0.099,0.131
43.637,-79.399,0.03,0.461,0.059,0.224,0.338,0.092,0.159,0.128
43.806,-79.161,0.014,0.421,0.015,0.234,0.468,0.05,0.11,0.123
43.682,-79.306,0.033,0.527,0.005,0.431,0.309,0.116,0.044,0.095
43.787,-79.374,0.03,0.216,0.053,0.445,0.316,0.066,0.024,0.097
43.805,-79.201,0.01,0.361,0.023,0.104,0.29,0.058,0.31,0.215
43.653,-79.488,0.025,0.549,0.03,0.429,0.147,0.064,0.119,0.211
43.679,-79.584,0.012,0.347,0.02,0.109,0.709,0.059,0.029,0.073
43.679,-79.523,0.023,0.619,0,0.191,0.214,0.091,0.395,0.11
43.663,-79.319,0.026,0.266,0,0.14,0.637,0.008,0.11,0.104
43.814,-79.204,0.003,0.558,0.023,0.204,0.477,0.105,0.051,0.139
43.671,-79.593,0.006,0.396,0.023,0.163,0.338,0.04,0.331,0.105
43.633,-79.557,0.047,0.546,0.045,0.152,0.299,0.256,0.139,0.109
